[34m2013-10-24 07:32:26,610  INFO | main | org.springframework.web.context.ContextLoader           | Root WebApplicationContext: initialization started 
          \-[COLON] Node: ':'
             \-[IDENT] Node: 'id'
 
[0;39m[39m2013-10-24 07:33:58,346 DEBUG | main | org.hibernate.hql.ast.ErrorCounter                      | throwQueryException() : no errors 
[0;39m[39m2013-10-24 07:33:58,346 DEBUG | main | org.hibernate.hql.antlr.HqlSqlBaseWalker                | delete << begin [level=1, statement=delete] 
[0;39m[39m2013-10-24 07:33:58,347 DEBUG | main | org.hibernate.hql.ast.tree.FromElement                  | FromClause{level=1} :  sp.model.Report (r) -> report0_ 
[0;39m[39m2013-10-24 07:33:58,347 DEBUG | main | org.hibernate.hql.ast.tree.FromReferenceNode            | Resolved :  r -> id 
[0;39m[39m2013-10-24 07:33:58,347 DEBUG | main | org.hibernate.hql.ast.tree.DotNode                      | getDataType() : id -> org.hibernate.type.LongType@165797a 
[0;39m[39m2013-10-24 07:33:58,347 DEBUG | main | org.hibernate.hql.ast.tree.FromReferenceNode            | Resolved :  r.id -> id 
[0;39m[39m2013-10-24 07:33:58,347 DEBUG | main | org.hibernate.hql.antlr.HqlSqlBaseWalker                | delete : finishing up [level=1, statement=delete] 
[0;39m[39m2013-10-24 07:33:58,347 DEBUG | main | org.hibernate.hql.antlr.HqlSqlBaseWalker                | delete >> end [level=1, statement=delete] 
[0;39m[39m2013-10-24 07:33:58,348 DEBUG | main | org.hibernate.hql.ast.AST                               | --- SQL AST ---
 \-[DELETE] DeleteStatement: 'delete'  querySpaces (enterprise.reports)
    +-[FROM] FromClause: 'FROM' FromClause{level=1, fromElementCounter=1, fromElements=1, fromElementByClassAlias=[r], fromElementByTableAlias=[report0_], fromElementsByPath=[], collectionJoinFromElementsByPath=[], impliedElements=[]}
    |  \-[FROM_FRAGMENT] FromElement: 'enterprise.reports' FromElement{explicit,not a collection join,not a fetch join,fetch non-lazy properties,classAlias=r,role=null,tableName=enterprise.reports,tableAlias=report0_,origin=null,columns={,className=sp.model.Report}}
    \-[WHERE] SqlNode: 'where'
       \-[EQ] BinaryLogicOperatorNode: '='
          +-[DOT] DotNode: 'id' {propertyName=id,dereferenceType=ALL,propertyPath=id,path=r.id,tableAlias=report0_,className=sp.model.Report,classAlias=r}
          |  +-[ALIAS_REF] IdentNode: 'id' {alias=r, className=sp.model.Report, tableAlias=report0_}
          |  \-[IDENT] IdentNode: 'id' {originalText=id}
          \-[NAMED_PARAM] ParameterNode: '?' {name=id, expectedType=org.hibernate.type.LongType@165797a}
 
[0;39m[39m2013-10-24 07:33:58,348 DEBUG | main | org.hibernate.hql.ast.ErrorCounter                      | throwQueryException() : no errors 
[0;39m[39m2013-10-24 07:33:58,349 DEBUG | main | org.hibernate.hql.ast.ErrorCounter                      | throwQueryException() : no errors 
[0;39m[39m2013-10-24 07:33:58,349 DEBUG | main | org.hibernate.impl.SessionFactoryImpl                   | Checking named query: User.findByFullname 
[0;39m[39m2013-10-24 07:33:58,349 DEBUG | main | org.hibernate.hql.ast.QueryTranslatorImpl               | parse() - HQL: select u from sp.model.User u where u.fullname = :fullname 
[0;39m[39m2013-10-24 07:33:58,352 DEBUG | main | org.hibernate.hql.ast.AST                               | --- HQL AST ---
 \-[QUERY] Node: 'query'
    +-[SELECT_FROM] Node: 'SELECT_FROM'
    |  +-[FROM] Node: 'from'
    |  |  \-[RANGE] Node: 'RANGE'
    |  |     +-[DOT] Node: '.'
    |  |     |  +-[DOT] Node: '.'
    |  |     |  |  +-[IDENT] Node: 'sp'
    |  |     |  |  \-[IDENT] Node: 'model'
    |  |     |  \-[IDENT] Node: 'User'
    |  |     \-[ALIAS] Node: 'u'
    |  \-[SELECT] Node: 'select'
    |     \-[IDENT] Node: 'u'
    \-[WHERE] Node: 'where'
       \-[EQ] Node: '='
          +-[DOT] Node: '.'
          |  +-[IDENT] Node: 'u'
          |  \-[IDENT] Node: 'fullname'
          \-[COLON] Node: ':'
             \-[IDENT] Node: 'fullname'
 
[0;39m[39m2013-10-24 07:33:58,352 DEBUG | main | org.hibernate.hql.ast.ErrorCounter                      | throwQueryException() : no errors 
[0;39m[39m2013-10-24 07:33:58,353 DEBUG | main | org.hibernate.hql.antlr.HqlSqlBaseWalker                | select << begin [level=1, statement=select] 
[0;39m[39m2013-10-24 07:33:58,353 DEBUG | main | org.hibernate.hql.ast.tree.FromElement                  | FromClause{level=1} :  sp.model.User (u) -> user0_ 
[0;39m[39m2013-10-24 07:33:58,353 DEBUG | main | org.hibernate.hql.ast.tree.FromReferenceNode            | Resolved :  u -> user0_.id 
[0;39m[39m2013-10-24 07:33:58,353 DEBUG | main | org.hibernate.hql.ast.tree.FromReferenceNode            | Resolved :  u -> user0_.id 
[0;39m[39m2013-10-24 07:33:58,353 DEBUG | main | org.hibernate.hql.ast.tree.DotNode                      | getDataType() : fullname -> org.hibernate.type.StringType@8be9a1 
[0;39m[39m2013-10-24 07:33:58,353 DEBUG | main | org.hibernate.hql.ast.tree.FromReferenceNode            | Resolved :  u.fullname -> user0_.fullname 
[0;39m[39m2013-10-24 07:33:58,354 DEBUG | main | org.hibernate.hql.antlr.HqlSqlBaseWalker                | select : finishing up [level=1, statement=select] 
[0;39m[39m2013-10-24 07:33:58,354 DEBUG | main | org.hibernate.hql.ast.HqlSqlWalker                      | processQuery() :  ( SELECT ( {select clause} user0_.id ) ( FromClause{level=1} registry.users user0_ ) ( where ( = ( user0_.fullname user0_.id fullname ) ? ) ) ) 
[0;39m[39m2013-10-24 07:33:58,354 DEBUG | main | org.hibernate.hql.ast.util.JoinProcessor                | Using FROM fragment [registry.users user0_] 
[0;39m[39m2013-10-24 07:33:58,354 DEBUG | main | org.hibernate.hql.antlr.HqlSqlBaseWalker                | select >> end [level=1, statement=select] 
[0;39m[39m2013-10-24 07:33:58,355 DEBUG | main | org.hibernate.hql.ast.AST                               | --- SQL AST ---
 \-[SELECT] QueryNode: 'SELECT'  querySpaces (registry.users)
    +-[SELECT_CLAUSE] SelectClause: '{select clause}'
    |  +-[ALIAS_REF] IdentNode: 'user0_.id as id10_' {alias=u, className=sp.model.User, tableAlias=user0_}
    |  \-[SQL_TOKEN] SqlFragment: 'user0_.email as email10_, user0_.fullname as fullname10_, user0_.job as job10_'
    +-[FROM] FromClause: 'from' FromClause{level=1, fromElementCounter=1, fromElements=1, fromElementByClassAlias=[u], fromElementByTableAlias=[user0_], fromElementsByPath=[], collectionJoinFromElementsByPath=[], impliedElements=[]}
    |  \-[FROM_FRAGMENT] FromElement: 'registry.users user0_' FromElement{explicit,not a collection join,not a fetch join,fetch non-lazy properties,classAlias=u,role=null,tableName=registry.users,tableAlias=user0_,origin=null,columns={,className=sp.model.User}}
    \-[WHERE] SqlNode: 'where'
       \-[EQ] BinaryLogicOperatorNode: '='
          +-[DOT] DotNode: 'user0_.fullname' {propertyName=fullname,dereferenceType=ALL,propertyPath=fullname,path=u.fullname,tableAlias=user0_,className=sp.model.User,classAlias=u}
          |  +-[ALIAS_REF] IdentNode: 'user0_.id' {alias=u, className=sp.model.User, tableAlias=user0_}
          |  \-[IDENT] IdentNode: 'fullname' {originalText=fullname}
          \-[NAMED_PARAM] ParameterNode: '?' {name=fullname, expectedType=org.hibernate.type.StringType@8be9a1}
 
[0;39m[39m2013-10-24 07:33:58,355 DEBUG | main | org.hibernate.hql.ast.ErrorCounter                      | throwQueryException() : no errors 
[0;39m[39m2013-10-24 07:33:58,355 DEBUG | main | org.hibernate.hql.ast.QueryTranslatorImpl               | HQL: select u from sp.model.User u where u.fullname = :fullname 
[0;39m[39m2013-10-24 07:33:58,355 DEBUG | main | org.hibernate.hql.ast.QueryTranslatorImpl               | SQL: select user0_.id as id10_, user0_.email as email10_, user0_.fullname as fullname10_, user0_.job as job10_ from registry.users user0_ where user0_.fullname=? 
[0;39m[39m2013-10-24 07:33:58,355 DEBUG | main | org.hibernate.hql.ast.ErrorCounter                      | throwQueryException() : no errors 
[0;39m[39m2013-10-24 07:33:58,356 DEBUG | main | org.hibernate.impl.SessionFactoryImpl                   | Checking named query: Register.getRegistersByOp 
[0;39m[39m2013-10-24 07:33:58,356 DEBUG | main | org.hibernate.hql.ast.QueryTranslatorImpl               | parse() - HQL: select r from sp.model.Register r where r.op = :op 
[0;39m[39m2013-10-24 07:33:58,358 DEBUG | main | org.hibernate.hql.ast.AST                               | --- HQL AST ---
 \-[QUERY] Node: 'query'
    +-[SELECT_FROM] Node: 'SELECT_FROM'
    |  +-[FROM] Node: 'from'
    |  |  \-[RANGE] Node: 'RANGE'
    |  |     +-[DOT] Node: '.'
    |  |     |  +-[DOT] Node: '.'
    |  |     |  |  +-[IDENT] Node: 'sp'
    |  |     |  |  \-[IDENT] Node: 'model'
    |  |     |  \-[IDENT] Node: 'Register'
    |  |     \-[ALIAS] Node: 'r'
    |  \-[SELECT] Node: 'select'
    |     \-[IDENT] Node: 'r'
    \-[WHERE] Node: 'where'
       \-[EQ] Node: '='
          +-[DOT] Node: '.'
          |  +-[IDENT] Node: 'r'
          |  \-[IDENT] Node: 'op'
          \-[COLON] Node: ':'
             \-[IDENT] Node: 'op'
 
[0;39m[39m2013-10-24 07:33:58,359 DEBUG | main | org.hibernate.hql.ast.ErrorCounter                      | throwQueryException() : no errors 
[0;39m[39m2013-10-24 07:33:58,359 DEBUG | main | org.hibernate.hql.antlr.HqlSqlBaseWalker                | select << begin [level=1, statement=select] 
[0;39m[39m2013-10-24 07:33:58,359 DEBUG | main | org.hibernate.hql.ast.tree.FromElement                  | FromClause{level=1} :  sp.model.Register (r) -> register0_ 
[0;39m[39m2013-10-24 07:33:58,359 DEBUG | main | org.hibernate.hql.ast.tree.FromReferenceNode            | Resolved :  r -> (register0_.id, register0_.op_id, register0_.user_id) 
[0;39m[39m2013-10-24 07:33:58,359 DEBUG | main | org.hibernate.hql.ast.tree.FromReferenceNode            | Resolved :  r -> (register0_.id, register0_.op_id, register0_.user_id) 
[0;39m[39m2013-10-24 07:33:58,360 DEBUG | main | org.hibernate.hql.ast.tree.DotNode                      | getDataType() : op -> org.hibernate.type.ManyToOneType(sp.model.Op) 
[0;39m[39m2013-10-24 07:33:58,360 DEBUG | main | org.hibernate.hql.ast.tree.DotNode                      | dereferenceShortcut() : property op in sp.model.Register does not require a join. 
[0;39m[39m2013-10-24 07:33:58,360 DEBUG | main | org.hibernate.hql.ast.tree.DotNode                      | terminal propertyPath = [op] 
[0;39m[39m2013-10-24 07:33:58,360 DEBUG | main | org.hibernate.hql.ast.tree.FromReferenceNode            | Resolved :  r.op -> register0_.op_id 
[0;39m[39m2013-10-24 07:33:58,360 DEBUG | main | org.hibernate.hql.antlr.HqlSqlBaseWalker                | select : finishing up [level=1, statement=select] 
[0;39m[39m2013-10-24 07:33:58,360 DEBUG | main | org.hibernate.hql.ast.HqlSqlWalker                      | processQuery() :  ( SELECT ( {select clause} (register0_.id, register0_.op_id, register0_.user_id) ) ( FromClause{level=1} registry.registers register0_ ) ( where ( = ( register0_.op_id (register0_.id, register0_.op_id, register0_.user_id) op ) ? ) ) ) 
[0;39m[39m2013-10-24 07:33:58,361 DEBUG | main | org.hibernate.hql.ast.util.JoinProcessor                | Using FROM fragment [registry.registers register0_] 
[0;39m[39m2013-10-24 07:33:58,361 DEBUG | main | org.hibernate.hql.antlr.HqlSqlBaseWalker                | select >> end [level=1, statement=select] 
[0;39m[39m2013-10-24 07:33:58,361 DEBUG | main | org.hibernate.hql.ast.AST                               | --- SQL AST ---
 \-[SELECT] QueryNode: 'SELECT'  querySpaces (registry.registers)
    +-[SELECT_CLAUSE] SelectClause: '{select clause}'
    |  +-[ALIAS_REF] IdentNode: 'register0_.id as id9_, register0_.op_id as op2_9_, register0_.user_id as user3_9_' {alias=r, className=sp.model.Register, tableAlias=register0_}
    |  \-[SQL_TOKEN] SqlFragment: 'register0_.record_time as record4_9_'
    +-[FROM] FromClause: 'from' FromClause{level=1, fromElementCounter=1, fromElements=1, fromElementByClassAlias=[r], fromElementByTableAlias=[register0_], fromElementsByPath=[], collectionJoinFromElementsByPath=[], impliedElements=[]}
    |  \-[FROM_FRAGMENT] FromElement: 'registry.registers register0_' FromElement{explicit,not a collection join,not a fetch join,fetch non-lazy properties,classAlias=r,role=null,tableName=registry.registers,tableAlias=register0_,origin=null,columns={,className=sp.model.Register}}
    \-[WHERE] SqlNode: 'where'
       \-[EQ] BinaryLogicOperatorNode: '='
          +-[DOT] DotNode: 'register0_.op_id' {propertyName=op,dereferenceType=0,propertyPath=op,path=r.op,tableAlias=register0_,className=sp.model.Register,classAlias=r}
          |  +-[ALIAS_REF] IdentNode: '(register0_.id, register0_.op_id, register0_.user_id)' {alias=r, className=sp.model.Register, tableAlias=register0_}
          |  \-[IDENT] IdentNode: 'op' {originalText=op}
          \-[NAMED_PARAM] ParameterNode: '?' {name=op, expectedType=org.hibernate.type.ManyToOneType(sp.model.Op)}
 
[0;39m[39m2013-10-24 07:33:58,361 DEBUG | main | org.hibernate.hql.ast.ErrorCounter                      | throwQueryException() : no errors 
[0;39m[39m2013-10-24 07:33:58,361 DEBUG | main | org.hibernate.hql.ast.QueryTranslatorImpl               | HQL: select r from sp.model.Register r where r.op = :op 
[0;39m[39m2013-10-24 07:33:58,362 DEBUG | main | org.hibernate.hql.ast.QueryTranslatorImpl               | SQL: select register0_.id as id9_, register0_.op_id as op2_9_, register0_.user_id as user3_9_, register0_.record_time as record4_9_ from registry.registers register0_ where register0_.op_id=? 
[0;39m[39m2013-10-24 07:33:58,362 DEBUG | main | org.hibernate.hql.ast.ErrorCounter                      | throwQueryException() : no errors 
[0;39m[39m2013-10-24 07:33:58,362 DEBUG | main | org.hibernate.impl.SessionFactoryImpl                   | Checking named query: Register.findByPeriod 
[0;39m[39m2013-10-24 07:33:58,362 DEBUG | main | org.hibernate.hql.ast.QueryTranslatorImpl               | parse() - HQL: select r from sp.model.Register r where r.recordTime between :startDate and :endDate 
[0;39m[39m2013-10-24 07:33:58,366 DEBUG | main | org.hibernate.hql.ast.AST                               | --- HQL AST ---
 \-[QUERY] Node: 'query'
    +-[SELECT_FROM] Node: 'SELECT_FROM'
    |  +-[FROM] Node: 'from'
    |  |  \-[RANGE] Node: 'RANGE'
    |  |     +-[DOT] Node: '.'
    |  |     |  +-[DOT] Node: '.'
    |  |     |  |  +-[IDENT] Node: 'sp'
    |  |     |  |  \-[IDENT] Node: 'model'
    |  |     |  \-[IDENT] Node: 'Register'
    |  |     \-[ALIAS] Node: 'r'
    |  \-[SELECT] Node: 'select'
    |     \-[IDENT] Node: 'r'
    \-[WHERE] Node: 'where'
       \-[BETWEEN] Node: 'between'
          +-[DOT] Node: '.'
          |  +-[IDENT] Node: 'r'
          |  \-[IDENT] Node: 'recordTime'
          +-[COLON] Node: ':'
          |  \-[IDENT] Node: 'startDate'
          \-[COLON] Node: ':'
             \-[IDENT] Node: 'endDate'
 
[0;39m[39m2013-10-24 07:33:58,366 DEBUG | main | org.hibernate.hql.ast.ErrorCounter                      | throwQueryException() : no errors 
[0;39m[39m2013-10-24 07:33:58,366 DEBUG | main | org.hibernate.hql.antlr.HqlSqlBaseWalker                | select << begin [level=1, statement=select] 
[0;39m[39m2013-10-24 07:33:58,367 DEBUG | main | org.hibernate.hql.ast.tree.FromElement                  | FromClause{level=1} :  sp.model.Register (r) -> register0_ 
[0;39m[39m2013-10-24 07:33:58,367 DEBUG | main | org.hibernate.hql.ast.tree.FromReferenceNode            | Resolved :  r -> (register0_.id, register0_.op_id, register0_.user_id) 
[0;39m[39m2013-10-24 07:33:58,367 DEBUG | main | org.hibernate.hql.ast.tree.FromReferenceNode            | Resolved :  r -> (register0_.id, register0_.op_id, register0_.user_id) 
[0;39m[39m2013-10-24 07:33:58,368 DEBUG | main | org.hibernate.hql.ast.tree.DotNode                      | getDataType() : recordTime -> org.hibernate.type.TimestampType@c78e3a 
[0;39m[39m2013-10-24 07:33:58,368 DEBUG | main | org.hibernate.hql.ast.tree.FromReferenceNode            | Resolved :  r.recordTime -> register0_.record_time 
[0;39m[39m2013-10-24 07:33:58,368 DEBUG | main | org.hibernate.hql.antlr.HqlSqlBaseWalker                | select : finishing up [level=1, statement=select] 
[0;39m[39m2013-10-24 07:33:58,369 DEBUG | main | org.hibernate.hql.ast.HqlSqlWalker                      | processQuery() :  ( SELECT ( {select clause} (register0_.id, register0_.op_id, register0_.user_id) ) ( FromClause{level=1} registry.registers register0_ ) ( where ( between ( register0_.record_time (register0_.id, register0_.op_id, register0_.user_id) recordTime ) ? ? ) ) ) 
[0;39m[39m2013-10-24 07:33:58,369 DEBUG | main | org.hibernate.hql.ast.util.JoinProcessor                | Using FROM fragment [registry.registers register0_] 
[0;39m[39m2013-10-24 07:33:58,369 DEBUG | main | org.hibernate.hql.antlr.HqlSqlBaseWalker                | select >> end [level=1, statement=select] 
[0;39m[39m2013-10-24 07:33:58,370 DEBUG | main | org.hibernate.hql.ast.AST                               | --- SQL AST ---
 \-[SELECT] QueryNode: 'SELECT'  querySpaces (registry.registers)
    +-[SELECT_CLAUSE] SelectClause: '{select clause}'
    |  +-[ALIAS_REF] IdentNode: 'register0_.id as id9_, register0_.op_id as op2_9_, register0_.user_id as user3_9_' {alias=r, className=sp.model.Register, tableAlias=register0_}
    |  \-[SQL_TOKEN] SqlFragment: 'register0_.record_time as record4_9_'
    +-[FROM] FromClause: 'from' FromClause{level=1, fromElementCounter=1, fromElements=1, fromElementByClassAlias=[r], fromElementByTableAlias=[register0_], fromElementsByPath=[], collectionJoinFromElementsByPath=[], impliedElements=[]}
    |  \-[FROM_FRAGMENT] FromElement: 'registry.registers register0_' FromElement{explicit,not a collection join,not a fetch join,fetch non-lazy properties,classAlias=r,role=null,tableName=registry.registers,tableAlias=register0_,origin=null,columns={,className=sp.model.Register}}
    \-[WHERE] SqlNode: 'where'
       \-[BETWEEN] BetweenOperatorNode: 'between'
          +-[DOT] DotNode: 'register0_.record_time' {propertyName=recordTime,dereferenceType=ALL,propertyPath=recordTime,path=r.recordTime,tableAlias=register0_,className=sp.model.Register,classAlias=r}
          |  +-[ALIAS_REF] IdentNode: '(register0_.id, register0_.op_id, register0_.user_id)' {alias=r, className=sp.model.Register, tableAlias=register0_}
          |  \-[IDENT] IdentNode: 'recordTime' {originalText=recordTime}
          +-[NAMED_PARAM] ParameterNode: '?' {name=startDate, expectedType=org.hibernate.type.TimestampType@c78e3a}
          \-[NAMED_PARAM] ParameterNode: '?' {name=endDate, expectedType=org.hibernate.type.TimestampType@c78e3a}
 
[0;39m[39m2013-10-24 07:33:58,370 DEBUG | main | org.hibernate.hql.ast.ErrorCounter                      | throwQueryException() : no errors 
[0;39m[39m2013-10-24 07:33:58,370 DEBUG | main | org.hibernate.hql.ast.QueryTranslatorImpl               | HQL: select r from sp.model.Register r where r.recordTime between :startDate and :endDate 
[0;39m[39m2013-10-24 07:33:58,370 DEBUG | main | org.hibernate.hql.ast.QueryTranslatorImpl               | SQL: select register0_.id as id9_, register0_.op_id as op2_9_, register0_.user_id as user3_9_, register0_.record_time as record4_9_ from registry.registers register0_ where register0_.record_time between ? and ? 
[0;39m[39m2013-10-24 07:33:58,371 DEBUG | main | org.hibernate.hql.ast.ErrorCounter                      | throwQueryException() : no errors 
[0;39m[39m2013-10-24 07:33:58,371 DEBUG | main | org.hibernate.impl.SessionFactoryImpl                   | Checking named query: Report.getPerformers 
[0;39m[39m2013-10-24 07:33:58,371 DEBUG | main | org.hibernate.hql.ast.QueryTranslatorImpl               | parse() - HQL: select distinct r.performer from sp.model.Report r 
[0;39m[39m2013-10-24 07:33:58,375 DEBUG | main | org.hibernate.hql.ast.AST                               | --- HQL AST ---
 \-[QUERY] Node: 'query'
    \-[SELECT_FROM] Node: 'SELECT_FROM'
       +-[FROM] Node: 'from'
       |  \-[RANGE] Node: 'RANGE'
       |     +-[DOT] Node: '.'
       |     |  +-[DOT] Node: '.'
       |     |  |  +-[IDENT] Node: 'sp'
       |     |  |  \-[IDENT] Node: 'model'
       |     |  \-[IDENT] Node: 'Report'
       |     \-[ALIAS] Node: 'r'
       \-[SELECT] Node: 'select'
          +-[DISTINCT] Node: 'distinct'
          \-[DOT] Node: '.'
             +-[IDENT] Node: 'r'
             \-[IDENT] Node: 'performer'
 
[0;39m[39m2013-10-24 07:33:58,375 DEBUG | main | org.hibernate.hql.ast.ErrorCounter                      | throwQueryException() : no errors 
[0;39m[39m2013-10-24 07:33:58,375 DEBUG | main | org.hibernate.hql.antlr.HqlSqlBaseWalker                | select << begin [level=1, statement=select] 
[0;39m[39m2013-10-24 07:33:58,376 DEBUG | main | org.hibernate.hql.ast.tree.FromElement                  | FromClause{level=1} :  sp.model.Report (r) -> report0_ 
[0;39m[39m2013-10-24 07:33:58,376 DEBUG | main | org.hibernate.hql.ast.tree.FromReferenceNode            | Resolved :  r -> report0_.id 
[0;39m[39m2013-10-24 07:33:58,376 DEBUG | main | org.hibernate.hql.ast.tree.DotNode                      | getDataType() : performer -> org.hibernate.type.StringType@8be9a1 
[0;39m[39m2013-10-24 07:33:58,377 DEBUG | main | org.hibernate.hql.ast.tree.FromReferenceNode            | Resolved :  r.performer -> report0_.performer 
[0;39m[39m2013-10-24 07:33:58,377 DEBUG | main | org.hibernate.hql.antlr.HqlSqlBaseWalker                | select : finishing up [level=1, statement=select] 
[0;39m[39m2013-10-24 07:33:58,377 DEBUG | main | org.hibernate.hql.ast.HqlSqlWalker                      | processQuery() :  ( SELECT ( {select clause} distinct ( report0_.performer report0_.id performer ) ) ( FromClause{level=1} enterprise.reports report0_ ) ) 
[0;39m[39m2013-10-24 07:33:58,377 DEBUG | main | org.hibernate.hql.ast.util.JoinProcessor                | Using FROM fragment [enterprise.reports report0_] 
[0;39m[39m2013-10-24 07:33:58,377 DEBUG | main | org.hibernate.hql.antlr.HqlSqlBaseWalker                | select >> end [level=1, statement=select] 
[0;39m[39m2013-10-24 07:33:58,378 DEBUG | main | org.hibernate.hql.ast.AST                               | --- SQL AST ---
 \-[SELECT] QueryNode: 'SELECT'  querySpaces (enterprise.reports)
    +-[SELECT_CLAUSE] SelectClause: '{select clause}'
    |  +-[DISTINCT] SqlNode: 'distinct'
    |  +-[DOT] DotNode: 'report0_.performer' {propertyName=performer,dereferenceType=ALL,propertyPath=performer,path=r.performer,tableAlias=report0_,className=sp.model.Report,classAlias=r}
    |  |  +-[ALIAS_REF] IdentNode: 'report0_.id' {alias=r, className=sp.model.Report, tableAlias=report0_}
    |  |  \-[IDENT] IdentNode: 'performer' {originalText=performer}
    |  \-[SELECT_COLUMNS] SqlNode: ' as col_0_0_'
    \-[FROM] FromClause: 'from' FromClause{level=1, fromElementCounter=1, fromElements=1, fromElementByClassAlias=[r], fromElementByTableAlias=[report0_], fromElementsByPath=[], collectionJoinFromElementsByPath=[], impliedElements=[]}
       \-[FROM_FRAGMENT] FromElement: 'enterprise.reports report0_' FromElement{explicit,not a collection join,not a fetch join,fetch non-lazy properties,classAlias=r,role=null,tableName=enterprise.reports,tableAlias=report0_,origin=null,columns={,className=sp.model.Report}}
 
[0;39m[39m2013-10-24 07:33:58,378 DEBUG | main | org.hibernate.hql.ast.ErrorCounter                      | throwQueryException() : no errors 
[0;39m[39m2013-10-24 07:33:58,378 DEBUG | main | org.hibernate.hql.ast.QueryTranslatorImpl               | HQL: select distinct r.performer from sp.model.Report r 
[0;39m[39m2013-10-24 07:33:58,379 DEBUG | main | org.hibernate.hql.ast.QueryTranslatorImpl               | SQL: select distinct report0_.performer as col_0_0_ from enterprise.reports report0_ 
[0;39m[39m2013-10-24 07:33:58,379 DEBUG | main | org.hibernate.hql.ast.ErrorCounter                      | throwQueryException() : no errors 
[0;39m[39m2013-10-24 07:33:58,379 DEBUG | main | org.hibernate.impl.SessionFactoryImpl                   | Checking 0 named SQL queries 
[0;39m[1;31m2013-10-24 07:33:58,381 ERROR | main | org.hibernate.ejb.metamodel.MetadataContext             | Unable to locate static metamodel field : sp.model.Register_#recordTime 
[0;39m[1;31m2013-10-24 07:33:58,382 ERROR | main | org.hibernate.ejb.metamodel.MetadataContext             | Unable to locate static metamodel field : sp.model.User_#fullname 
[0;39m[34m2013-10-24 07:33:58,501  INFO | main | org.apache.solr.client.solrj.impl.HttpClientUtil        | Creating new http client, config:maxConnections=128&maxConnectionsPerHost=32&followRedirects=false 
[0;39m[34m2013-10-24 07:34:00,238  INFO | main | o.s.s.a.intercept.aopalliance.MethodSecurityInterceptor | Validated configuration attributes 
[0;39m[34m2013-10-24 07:34:00,598  INFO | main | o.s.jdbc.datasource.DriverManagerDataSource             | Loaded JDBC driver: com.mysql.jdbc.Driver 
[0;39m[34m2013-10-24 07:34:00,601  INFO | main | o.s.jdbc.datasource.DriverManagerDataSource             | Loaded JDBC driver: com.mysql.jdbc.Driver 
[0;39m[34m2013-10-24 07:34:00,673  INFO | main | o.s.jdbc.datasource.DriverManagerDataSource             | Loaded JDBC driver: com.mysql.jdbc.Driver 
[0;39m[34m2013-10-24 07:34:00,832  INFO | main | o.s.s.web.access.intercept.FilterSecurityInterceptor    | Validated configuration attributes 
[0;39m[34m2013-10-24 07:34:01,004  INFO | main | o.s.security.web.access.channel.ChannelProcessingFilter | Validated configuration attributes 
[0;39m[34m2013-10-24 07:34:01,184  INFO | main | org.springframework.web.context.ContextLoader           | Root WebApplicationContext: initialization completed in 12274 ms 
[0;39m[34m2013-10-24 07:34:01,345  INFO | main | org.springframework.web.servlet.DispatcherServlet       | FrameworkServlet 'report-dispatcher': initialization started 
[0;39m[34m2013-10-24 07:34:01,347  INFO | main | o.s.web.context.support.XmlWebApplicationContext        | Refreshing WebApplicationContext for namespace 'report-dispatcher-servlet': startup date [Thu Oct 24 07:34:01 FET 2013]; parent: Root WebApplicationContext 
[0;39m[34m2013-10-24 07:34:01,349  INFO | main | o.s.beans.factory.xml.XmlBeanDefinitionReader           | Loading XML bean definitions from ServletContext resource [/WEB-INF/report-dispatcher-servlet.xml] 
[0;39m[34m2013-10-24 07:34:01,520  INFO | main | o.s.context.annotation.ClassPathBeanDefinitionScanner   | JSR-330 'javax.inject.Named' annotation found and supported for component scanning 
[0;39m[34m2013-10-24 07:34:01,660  INFO | main | o.s.c.support.PropertySourcesPlaceholderConfigurer      | Loading properties file from class path resource [report-servlet.properties] 
[0;39m[34m2013-10-24 07:34:01,666  INFO | main | o.s.b.f.annotation.AutowiredAnnotationBeanPostProcessor | JSR-330 'javax.inject.Inject' annotation found and supported for autowiring 
